RegionID,SizeRank,RegionName,RegionType,StateName,State,City,Metro,CountyName,2024-08-31,num_restaurant,num_bank,num_fast_food,num_cafe,num_place_of_worship,num_school,num_bicycle_rental,has_features
74240,2594,37209,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,1843.890870210352,283,27,173,68,759,193,11,True
97996,2596,95128,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3297.0865384615386,684,88,509,239,80,45,65,True
95803,2606,89107,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1363.0800865800866,203,32,141,39,162,71,20,True
86370,2607,64133,zip,MO,MO,Raytown,"Kansas City, MO-KS",Jackson County,1266.048611111111,1,1,3,0,13,4,0,True
91653,2611,77004,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1993.8121863799288,817,118,684,183,930,76,41,True
99117,2613,97203,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1910.7820512820515,748,71,353,312,44,31,71,True
58641,2622,02127,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,3618.2648378191857,736,105,299,249,74,142,162,True
78065,2639,46260,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1480.0,329,28,204,73,235,130,7,True
96030,2648,90049,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4361.803776683087,2034,191,1158,615,713,343,126,True
72242,2651,32817,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,2360.8164021164025,185,21,186,58,62,27,1,True
94732,2653,85016,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1735.0571030171895,515,43,353,145,144,126,49,True
96446,2656,91601,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2784.986697325281,2034,191,1158,615,713,343,126,True
96356,2659,91326,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,4304.191666666667,2034,191,1158,615,713,343,126,True
69840,2670,28304,zip,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,1384.0253968253971,64,4,60,7,35,20,0,True
92356,2676,78260,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,2074.833333333333,328,24,342,76,605,166,65,True
96978,2688,92660,zip,CA,CA,Newport Beach,"Los Angeles-Long Beach-Anaheim, CA",Orange County,4034.057884408245,65,7,33,25,0,0,2,True
67425,2689,22901,zip,VA,VA,Charlottesville,"Charlottesville, VA",Albemarle County,1838.5370370370367,133,8,21,23,4,0,0,True
69847,2695,28311,zip,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,1437.3538461538462,64,4,60,7,35,20,0,True
96043,2712,90062,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2713.333333333333,2034,191,1158,615,713,343,126,True
94739,2721,85023,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1500.8516081871346,515,43,353,145,144,126,49,True
92306,2725,78210,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1286.2375841750843,328,24,342,76,605,166,65,True
97537,2730,94063,zip,CA,CA,Redwood City,"San Francisco-Oakland-Berkeley, CA",San Mateo County,3753.460493827161,71,18,37,31,12,8,2,True
82256,2732,55406,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1469.2364672364674,400,26,75,137,32,17,3,True
84613,2735,60611,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2595.4038196169345,1999,204,903,711,933,295,865,True
72949,2744,33990,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,2134.861111111111,46,8,12,7,34,10,0,True
69817,2748,28270,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1633.8064213564212,425,28,283,94,60,28,25,True
84650,2749,60653,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1994.510101010101,1999,204,903,711,933,295,865,True
97568,2757,94114,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3988.604334365325,1681,188,397,722,139,74,118,True
75572,2779,40218,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,1501.638888888889,259,20,138,62,89,60,5,True
70566,2780,29577,zip,SC,SC,Myrtle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Horry County,1719.5916666666665,127,6,39,18,20,10,0,True
99159,2781,97266,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1952.436363636364,748,71,353,312,44,31,71,True
69824,2785,28278,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2219.001984126984,425,28,283,94,60,28,25,True
94756,2788,85040,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1831.75,515,43,353,145,144,126,49,True
91745,2789,77096,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1800.6346153846152,817,118,684,183,930,76,41,True
96665,2791,92123,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3307.6898161178347,1015,129,590,366,528,152,9,True
84614,2793,60612,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2203.3659852692117,1999,204,903,711,933,295,865,True
94763,2799,85048,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2147.8741959064328,515,43,353,145,144,126,49,True
75574,2807,40220,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,1380.5968253968256,259,20,138,62,89,60,5,True
98136,2820,95356,zip,CA,CA,Modesto,"Modesto, CA",Stanislaus County,1986.5833333333333,59,9,46,7,24,36,0,True
95826,2823,89130,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1829.6188354129529,203,32,141,39,162,71,20,True
96550,2826,91915,zip,CA,CA,Chula Vista,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3309.0009337068163,71,14,79,26,60,24,0,True
91666,2832,77017,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1239.9833333333331,817,118,684,183,930,76,41,True
72902,2837,33909,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,2203.5396825396824,46,8,12,7,34,10,0,True
71475,2838,31210,zip,GA,GA,Macon,"Macon-Bibb County, GA",Bibb County,1285.0,23,9,40,3,79,45,0,True
78051,2853,46239,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,2007.5436507936508,329,28,204,73,235,130,7,True
91741,2858,77092,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1627.8946886446886,817,118,684,183,930,76,41,True
63633,2861,14612,zip,NY,NY,Rochester,"Rochester, NY",Monroe County,1320.2777777777776,128,10,24,22,17,41,3,True
81299,2873,53219,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,1326.7222222222224,269,40,149,89,31,52,37,True
72389,2883,33060,zip,FL,FL,Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2375.2638888888887,10,4,14,2,20,23,0,True
70872,2892,30094,zip,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,1967.486772486773,8,2,6,0,4,4,0,True
98236,2899,95482,zip,CA,CA,Ukiah,"Ukiah, CA",Mendocino County,1950.0,23,8,4,6,8,2,0,True
99131,2900,97217,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1755.7411764705882,748,71,353,312,44,31,71,True
95838,2905,89142,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1611.0416666666667,203,32,141,39,162,71,20,True
95989,2910,90008,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2392.6369047619046,2034,191,1158,615,713,343,126,True
78053,2931,46241,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1483.75,329,28,204,73,235,130,7,True
97994,2939,95126,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3103.15749601276,684,88,509,239,80,45,65,True
91694,2947,77045,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1600.2761904761903,817,118,684,183,930,76,41,True
72584,2954,33417,zip,FL,FL,Century Village,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,1907.3434343434344,0,1,0,0,0,0,0,True
91696,2964,77047,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2139.428571428571,817,118,684,183,930,76,41,True
96645,2966,92103,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2973.604512025442,1015,129,590,366,528,152,9,True
84632,2973,60631,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1735.1190476190477,1999,204,903,711,933,295,865,True
72398,2981,33069,zip,FL,FL,Pompano Beach,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2202.569193963931,10,4,14,2,20,23,0,True
100170,2985,99223,zip,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,2021.6666666666667,93,21,70,47,11,8,0,True
97557,2987,94102,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,2503.80291005291,1681,188,397,722,139,74,118,True
81434,2996,53719,zip,WI,WI,Madison,"Madison, WI",Dane County,1704.1467051467052,239,37,103,65,12,17,73,True
96169,3009,90601,zip,CA,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2299.652777777778,2,0,17,1,27,6,0,True
93858,3019,82009,zip,WY,WY,Cheyenne,"Cheyenne, WY",Laramie County,1466.3015873015872,15,1,13,7,3,1,0,True
97569,3023,94115,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3406.953465153465,1681,188,397,722,139,74,118,True
84636,3024,60636,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1435.0,1999,204,903,711,933,295,865,True
80261,3025,50266,zip,IA,IA,West Des Moines,"Des Moines-West Des Moines, IA",Dallas County,1440.579421936759,63,9,50,17,7,0,0,True
97986,3031,95118,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,4018.4166666666665,684,88,509,239,80,45,65,True
99125,3031,97211,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,2218.421095008052,748,71,353,312,44,31,71,True
89446,3039,72209,zip,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,971.5185185185186,42,15,44,9,195,82,0,True
89981,3043,73159,zip,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,1382.344696969697,179,27,99,46,448,111,1,True
94736,3053,85020,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1511.8907936507935,515,43,353,145,144,126,49,True
58639,3058,02125,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,3206.811995089604,736,105,299,249,74,142,162,True
72250,3062,32826,zip,FL,FL,Orlando,"Orlando-Kissimmee-Sanford, FL",Orange County,2245.175661375661,185,21,186,58,62,27,1,True
99127,3068,97213,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1792.2121794871794,748,71,353,312,44,31,71,True
69780,3071,28217,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1636.9874074074075,425,28,283,94,60,28,25,True
91725,3075,77076,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1975.0,817,118,684,183,930,76,41,True
96010,3081,90029,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2375.5064327485384,2034,191,1158,615,713,343,126,True
92325,3100,78229,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1213.9567977915806,328,24,342,76,605,166,65,True
82258,3105,55408,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1453.37722489745,400,26,75,137,32,17,3,True
92313,3108,78217,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1262.8350877192984,328,24,342,76,605,166,65,True
97558,3109,94103,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3300.4600168350166,1681,188,397,722,139,74,118,True
87128,3110,66212,zip,KS,KS,Overland Park,"Kansas City, MO-KS",Johnson County,1966.5185185185185,123,13,69,20,42,30,0,True
81853,3123,54729,zip,WI,WI,Chippewa Falls,"Eau Claire, WI",Chippewa County,1289.3888888888887,4,0,2,1,5,7,0,True
97999,3128,95131,zip,CA,CA,San Jose,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3483.843930905696,684,88,509,239,80,45,65,True
96947,3131,92612,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3394.887975146199,123,18,71,47,1,2,4,True
94747,3135,85031,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1546.9444444444443,515,43,353,145,144,126,49,True
67192,3141,22207,zip,VA,VA,Arlington,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,3227.6054664289954,207,38,146,72,5,13,111,True
399642,3143,80923,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,2020.3597153804049,248,20,172,57,25,6,45,True
93588,3151,80910,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,1662.923483923484,248,20,172,57,25,6,45,True
63642,3152,14621,zip,NY,NY,Rochester,"Rochester, NY",Monroe County,1265.5555555555557,128,10,24,22,17,41,3,True
58645,3157,02131,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,2842.511111111111,736,105,299,249,74,142,162,True
80260,3162,50265,zip,IA,IA,West Des Moines,"Des Moines-West Des Moines, IA",Polk County,1279.513888888889,63,9,50,17,7,0,0,True
69839,3163,28303,zip,NC,NC,Fayetteville,"Fayetteville, NC",Cumberland County,1339.5063492063491,64,4,60,7,35,20,0,True
74248,3187,37217,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,1592.78373015873,283,27,173,68,759,193,11,True
96174,3189,90606,zip,CA,CA,Whittier,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2823.75,2,0,17,1,27,6,0,True
92338,3199,78242,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1497.7777777777776,328,24,342,76,605,166,65,True
92335,3205,78239,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1620.0811965811963,328,24,342,76,605,166,65,True
70799,3217,30012,zip,GA,GA,Conyers,"Atlanta-Sandy Springs-Alpharetta, GA",Rockdale County,1711.4151515151516,8,2,6,0,4,4,0,True
100156,3220,99207,zip,WA,WA,Spokane,"Spokane-Spokane Valley, WA",Spokane County,1393.4361111111111,93,21,70,47,11,8,0,True
91716,3222,77067,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1827.5,817,118,684,183,930,76,41,True
84031,3226,59405,zip,MT,MT,Great Falls,"Great Falls, MT",Cascade County,1319.237373737374,45,15,29,15,67,3,0,True
96424,3227,91423,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3050.280626780627,2034,191,1158,615,713,343,126,True
89937,3228,73112,zip,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,1308.4468864468863,179,27,99,46,448,111,1,True
96452,3231,91607,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2795.734502923977,2034,191,1158,615,713,343,126,True
82261,3233,55411,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1714.3333333333333,400,26,75,137,32,17,3,True
96939,3253,92602,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3428.6735209235208,123,18,71,47,1,2,4,True
91728,3257,77079,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1608.8780366387894,817,118,684,183,930,76,41,True
67167,3258,22153,zip,VA,VA,Springfield,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,3226.031746031746,29,4,16,4,7,5,2,True
78048,3264,46235,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1599.6141414141414,329,28,204,73,235,130,7,True
91702,3278,77053,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1815.7777777777776,817,118,684,183,930,76,41,True
82268,3279,55418,zip,MN,MN,Minneapolis,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,1739.670634920635,400,26,75,137,32,17,3,True
96325,3283,91206,zip,CA,CA,Glendale,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2524.8185185185184,116,19,57,34,45,14,0,True
96449,3306,91604,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3231.8680672268906,2034,191,1158,615,713,343,126,True
90617,3311,75010,zip,TX,TX,Carrollton,"Dallas-Fort Worth-Arlington, TX",Denton County,1862.7720634920636,63,7,40,14,21,0,0,True
80281,3319,50310,zip,IA,IA,Des Moines,"Des Moines-West Des Moines, IA",Polk County,1034.809523809524,90,9,46,21,111,7,21,True
94764,3338,85050,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2782.013888888889,515,43,353,145,144,126,49,True
75585,3342,40241,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,1571.2179487179485,259,20,138,62,89,60,5,True
71154,3343,30501,zip,GA,GA,Gainesville,"Gainesville, GA",Hall County,1570.2380952380954,3,5,5,0,21,12,0,True
97585,3357,94131,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3562.287037037037,1681,188,397,722,139,74,118,True
74245,3360,37214,zip,TN,TN,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",Davidson County,1683.012096464995,283,27,173,68,759,193,11,True
96354,3380,91324,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2820.9804097951023,2034,191,1158,615,713,343,126,True
91690,3401,77041,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1828.1944444444443,817,118,684,183,930,76,41,True
77506,3406,45215,zip,OH,OH,Lockland,"Cincinnati, OH-KY-IN",Hamilton County,1621.1055555555556,0,0,0,0,3,4,0,True
96941,3408,92604,zip,CA,CA,Irvine,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3400.3088782562468,123,18,71,47,1,2,4,True
73623,3416,35810,zip,AL,AL,Huntsville,"Huntsville, AL",Madison County,1374.8564102564103,123,20,102,16,152,26,8,True
99514,3426,98029,zip,WA,WA,Issaquah,"Seattle-Tacoma-Bellevue, WA",King County,3212.766666666667,59,11,17,18,3,3,0,True
96666,3428,92124,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3081.0972222222226,1015,129,590,366,528,152,9,True
81296,3430,53216,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,1212.2222222222224,269,40,149,89,31,52,37,True
96338,3440,91303,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2707.559267241379,2034,191,1158,615,713,343,126,True
95809,3442,89113,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,1802.238482384824,203,32,141,39,162,71,20,True
83141,3447,57108,zip,SD,SD,Sioux Falls,"Sioux Falls, SD",Lincoln County,1207.3992673992673,68,44,80,20,43,29,0,True
95986,3448,90005,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2565.928405078507,2034,191,1158,615,713,343,126,True
69774,3461,28211,zip,NC,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,2287.2809523809524,425,28,283,94,60,28,25,True
91665,3481,77016,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1561.25,817,118,684,183,930,76,41,True
97586,3482,94132,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,4165.833333333333,1681,188,397,722,139,74,118,True
93243,3496,80111,zip,CO,CO,Greenwood Village,"Denver-Aurora-Lakewood, CO",Arapahoe County,2123.610991426209,66,13,24,11,2,9,0,True
98956,3508,96825,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,3611.6666666666665,473,40,195,145,12,10,49,True
99134,3517,97220,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Multnomah County,1631.513888888889,748,71,353,312,44,31,71,True
89442,3525,72204,zip,AR,AR,Little Rock,"Little Rock-North Little Rock-Conway, AR",Pulaski County,1105.791245791246,42,15,44,9,195,82,0,True
93585,3537,80907,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,1555.1219451812556,248,20,172,57,25,6,45,True
99160,3540,97267,zip,OR,OR,Portland,"Portland-Vancouver-Hillsboro, OR-WA",Clackamas County,1937.2222222222224,748,71,353,312,44,31,71,True
96042,3545,90061,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3091.6666666666665,2034,191,1158,615,713,343,126,True
92307,3550,78211,zip,TX,TX,San Antonio,"San Antonio-New Braunfels, TX",Bexar County,1272.5,328,24,342,76,605,166,65,True
81292,3559,53212,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,1132.9218304843305,269,40,149,89,31,52,37,True
96652,3560,92110,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3271.9530651341,1015,129,590,366,528,152,9,True
72951,3562,33993,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,2341.7916666666665,46,8,12,7,34,10,0,True
62473,3565,12203,zip,NY,NY,Albany,"Albany-Schenectady-Troy, NY",Albany County,1633.4920634920636,171,35,66,36,14,14,23,True
72897,3572,33904,zip,FL,FL,Cape Coral,"Cape Coral-Fort Myers, FL",Lee County,2058.496031746032,46,8,12,7,34,10,0,True
85410,3572,62301,zip,IL,IL,Quincy,"Quincy, IL-MO",Adams County,1009.7222222222222,8,0,3,5,34,5,0,True
63647,3575,14626,zip,NY,NY,Rochester,"Rochester, NY",Monroe County,1610.8333333333333,128,10,24,22,17,41,3,True
66580,3593,20721,zip,MD,MD,Bowie,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince Georges County,2689.9,13,4,20,3,13,25,0,True
91669,3594,77020,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2030.5,817,118,684,183,930,76,41,True
78020,3595,46201,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1199.780606060606,329,28,204,73,235,130,7,True
96649,3605,92107,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2933.818219791904,1015,129,590,366,528,152,9,True
96658,3607,92116,zip,CA,CA,San Diego,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2620.6730530224054,1015,129,590,366,528,152,9,True
96009,3613,90028,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2694.569485495348,2034,191,1158,615,713,343,126,True
96379,3618,91356,zip,CA,CA,Los Angeles,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3622.621164021165,2034,191,1158,615,713,343,126,True
75561,3626,40207,zip,KY,KY,Louisville,"Louisville/Jefferson County, KY-IN",Jefferson County,1712.013888888889,259,20,138,62,89,60,5,True
89944,3635,73119,zip,OK,OK,Oklahoma City,"Oklahoma City, OK",Oklahoma County,1100.7142857142856,179,27,99,46,448,111,1,True
91740,3638,77091,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,2303.055555555555,817,118,684,183,930,76,41,True
99512,3642,98027,zip,WA,WA,Issaquah,"Seattle-Tacoma-Bellevue, WA",King County,2798.949122807017,59,11,17,18,3,3,0,True
93595,3644,80917,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,1711.9786324786326,248,20,172,57,25,6,45,True
84609,3650,60607,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,2709.5402657351383,1999,204,903,711,933,295,865,True
97801,3673,94598,zip,CA,CA,Walnut Creek,"San Francisco-Oakland-Berkeley, CA",Contra Costa County,3408.3203703703707,76,7,23,23,5,4,0,True
66684,3677,20879,zip,MD,MD,Gaithersburg,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2191.0,69,5,26,11,12,6,0,True
91735,3679,77086,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1610.9222222222222,817,118,684,183,930,76,41,True
93600,3700,80922,zip,CO,CO,Colorado Springs,"Colorado Springs, CO",El Paso County,2263.165784832452,248,20,172,57,25,6,45,True
92452,3702,78418,zip,TX,TX,Corpus Christi,"Corpus Christi, TX",Nueces County,1914.5833333333333,55,6,40,9,86,73,0,True
91682,3714,77033,zip,TX,TX,Houston,"Houston-The Woodlands-Sugar Land, TX",Harris County,1684.111111111111,817,118,684,183,930,76,41,True
81303,3717,53223,zip,WI,WI,Milwaukee,"Milwaukee-Waukesha, WI",Milwaukee County,1536.111111111111,269,40,149,89,31,52,37,True
67166,3719,22152,zip,VA,VA,Springfield,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,3197.433333333333,29,4,16,4,7,5,2,True
94735,3720,85019,zip,AZ,AZ,Phoenix,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1908.6666666666667,515,43,353,145,144,126,49,True
97562,3731,94107,zip,CA,CA,San Francisco,"San Francisco-Oakland-Berkeley, CA",San Francisco County,3493.0067901234565,1681,188,397,722,139,74,118,True
85253,3743,62002,zip,IL,IL,Alton,"St. Louis, MO-IL",Madison County,925.3888888888888,7,0,5,1,11,15,0,True
58635,3750,02121,zip,MA,MA,Boston,"Boston-Cambridge-Newton, MA-NH",Suffolk County,3162.5,736,105,299,249,74,142,162,True
84645,3758,60646,zip,IL,IL,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",Cook County,1833.888888888889,1999,204,903,711,933,295,865,True
95831,3768,89135,zip,NV,NV,Las Vegas,"Las Vegas-Henderson-Paradise, NV",Clark County,2476.133434198652,203,32,141,39,162,71,20,True
60564,3777,07054,zip,NJ,NJ,Parsippany,"New York-Newark-Jersey City, NY-NJ-PA",Morris County,2473.4666666666667,35,2,9,1,2,8,0,True
98957,3784,96826,zip,HI,HI,Honolulu,"Urban Honolulu, HI",Honolulu County,1828.5392156862745,473,40,195,145,12,10,49,True
78033,3796,46218,zip,IN,IN,Indianapolis,"Indianapolis-Carmel-Anderson, IN",Marion County,1044.5291375291374,329,28,204,73,235,130,7,True
88607,3802,70454,zip,LA,LA,Ponchatoula,"Hammond, LA",Tangipahoa Parish,1547.2222222222224,0,0,7,0,8,4,0,True
